Graph,S,T,D,MethodId,Method,Status,Reliability,TimeSec,Recursions,Error
Geant2004_kao.txt,11,95,8,5,M-Decomp + CPFM (Level 5),OK,0.765180873969210,0.003468,377,
Geant2004_kao.txt,11,95,9,0,Standard Factoring (Level 0),TIMEOUT,,,0,
Geant2004_kao.txt,11,95,9,1,Recursive Decomposition (Level 1),TIMEOUT,,,0,
Geant2004_kao.txt,11,95,9,2,Simple Factoring (Level 2),TIMEOUT,,,0,
Geant2004_kao.txt,11,95,9,3,M-Decomposition (Level 3),OK,0.776652881984730,1.156000,34308,
Geant2004_kao.txt,11,95,9,4,Cancela-Petingi (Level 4),OK,0.776652881984733,0.002865,77,
Geant2004_kao.txt,11,95,9,5,M-Decomp + CPFM (Level 5),OK,0.776652881984733,0.004292,275,
IEEE-118-node_kao.txt,86,111,9,0,Standard Factoring (Level 0),TIMEOUT,,,0,
IEEE-118-node_kao.txt,86,111,9,1,Recursive Decomposition (Level 1),TIMEOUT,,,0,
IEEE-118-node_kao.txt,86,111,9,2,Simple Factoring (Level 2),TIMEOUT,,,0,
IEEE-118-node_kao.txt,86,111,9,3,M-Decomposition (Level 3),OK,0.387420488999992,40.663000,700895,
IEEE-118-node_kao.txt,86,111,9,4,Cancela-Petingi (Level 4),OK,0.387420489000000,0.000058,1,
IEEE-118-node_kao.txt,86,111,9,5,M-Decomp + CPFM (Level 5),OK,0.387420489000000,0.000039,1,
IEEE-118-node_kao.txt,86,111,10,0,Standard Factoring (Level 0),TIMEOUT,,,0,
IEEE-118-node_kao.txt,86,111,10,1,Recursive Decomposition (Level 1),TIMEOUT,,,0,
IEEE-118-node_kao.txt,86,111,10,2,Simple Factoring (Level 2),TIMEOUT,,,0,
IEEE-118-node_kao.txt,86,111,10,3,M-Decomposition (Level 3),OK,0.422288333009992,263.297000,2866724,
IEEE-118-node_kao.txt,86,111,10,4,Cancela-Petingi (Level 4),OK,0.422288333010000,0.000076,3,
IEEE-118-node_kao.txt,86,111,10,5,M-Decomp + CPFM (Level 5),OK,0.422288333010000,0.000075,3,
IEEE-118-node_kao.txt,86,111,11,0,Standard Factoring (Level 0),TIMEOUT,,,0,
IEEE-118-node_kao.txt,86,111,11,1,Recursive Decomposition (Level 1),TIMEOUT,,,0,
IEEE-118-node_kao.txt,86,111,11,2,Simple Factoring (Level 2),TIMEOUT,,,0,
IEEE-118-node_kao.txt,86,111,11,3,M-Decomposition (Level 3),TIMEOUT,,,0,
IEEE-118-node_kao.txt,86,111,11,4,Cancela-Petingi (Level 4),OK,0.594261307356905,0.001197,66,
IEEE-118-node_kao.txt,86,111,11,5,M-Decomp + CPFM (Level 5),OK,0.594261307356905,0.001410,66,
IEEE-118-node_kao.txt,86,111,12,0,Standard Factoring (Level 0),TIMEOUT,,,0,
IEEE-118-node_kao.txt,86,111,12,1,Recursive Decomposition (Level 1),TIMEOUT,,,0,
IEEE-118-node_kao.txt,86,111,12,2,Simple Factoring (Level 2),TIMEOUT,,,0,
IEEE-118-node_kao.txt,86,111,12,3,M-Decomposition (Level 3),TIMEOUT,,,0,
IEEE-118-node_kao.txt,86,111,12,4,Cancela-Petingi (Level 4),OK,0.660259359327198,0.013423,445,
IEEE-118-node_kao.txt,86,111,12,5,M-Decomp + CPFM (Level 5),OK,0.660259359327198,0.013320,445,
